rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event
Rank: ---,SALIBA Christian,MLT,"Born: Sep 16, 1992",B.weight: 85.59,Group: B,1: 86,2: 91,3: -96,Total: 91,94kgMen,Snatch,V. MEDITERRANEAN CUP
Rank: ---,DOMINKO Stefan,SLO,"Born: Mar 24, 1976",B.weight: 85.90,Group: B,1: 90,2: 95,3: 100,Total: 100,94kgMen,Snatch,V. MEDITERRANEAN CUP
Rank: ---,SEZGIN Ferdi,TUR,"Born: Feb 18, 1994",B.weight: 86.83,Group: A,1: 120,2: 125,3: 128,Total: 128,94kgMen,Snatch,V. MEDITERRANEAN CUP
Rank: ---,MANNELLA Clemente,ITA,"Born: Jul 11, 1988",B.weight: 86.85,Group: A,1: 125,2: 130,3: -135,Total: 130,94kgMen,Snatch,V. MEDITERRANEAN CUP
Rank: ---,GASPAROTTO Mauro,ITA,"Born: Jul 27, 1993",B.weight: 93.40,Group: A,1: 115,2: 120,3: -126,Total: 120,94kgMen,Snatch,V. MEDITERRANEAN CUP
Rank: ---,ELWADDANI Abdulmoneim,LBA,"Born: Sep 06, 1991",B.weight: 89.05,Group: A,1: 125,2: -130,3: 130,Total: 130,94kgMen,Snatch,V. MEDITERRANEAN CUP
Rank: ---,COLEIRO Noel,MLT,"Born: Jan 02, 1974",B.weight: 86.00,Group: A,1: -95,2: 100,3: 105,Total: 105,94kgMen,Snatch,V. MEDITERRANEAN CUP
Rank: ---,BORG Stephen,MLT,"Born: Jul 02, 1976",B.weight: 89.59,Group: B,1: 115,2: -120,3: -120,Total: 115,94kgMen,CleanJerk,V. MEDITERRANEAN CUP
Rank: ---,SALIBA Christian,MLT,"Born: Sep 16, 1992",B.weight: 85.59,Group: B,1: 115,2: 121,3: -125,Total: 121,94kgMen,CleanJerk,V. MEDITERRANEAN CUP
Rank: ---,DOMINKO Stefan,SLO,"Born: Mar 24, 1976",B.weight: 85.90,Group: B,1: 117,2: -123,3: -123,Total: 117,94kgMen,CleanJerk,V. MEDITERRANEAN CUP
Rank: ---,SEZGIN Ferdi,TUR,"Born: Feb 18, 1994",B.weight: 86.83,Group: A,1: 150,2: 157,3: 161,Total: 161,94kgMen,CleanJerk,V. MEDITERRANEAN CUP
Rank: ---,MANNELLA Clemente,ITA,"Born: Jul 11, 1988",B.weight: 86.85,Group: A,1: 155,2: 160,3: -165,Total: 160,94kgMen,CleanJerk,V. MEDITERRANEAN CUP
Rank: ---,GASPAROTTO Mauro,ITA,"Born: Jul 27, 1993",B.weight: 93.40,Group: A,1: 148,2: 156,3: 160,Total: 160,94kgMen,CleanJerk,V. MEDITERRANEAN CUP
Rank: ---,ELWADDANI Abdulmoneim,LBA,"Born: Sep 06, 1991",B.weight: 89.05,Group: A,1: 140,2: 150,3: -155,Total: 150,94kgMen,CleanJerk,V. MEDITERRANEAN CUP
Rank: ---,COLEIRO Noel,MLT,"Born: Jan 02, 1974",B.weight: 86.00,Group: A,1: 125,2: 130,3: -138,Total: 130,94kgMen,CleanJerk,V. MEDITERRANEAN CUP
Rank: 1,MANNELLA Clemente,ITA,"Born: Jul 11, 1988",B.weight: 86.85,Group: A,Snatch: 130,CI&Jerk: 160,Total: 290,,94kgMen,Total,V. MEDITERRANEAN CUP
Rank: 2,SEZGIN Ferdi,TUR,"Born: Feb 18, 1994",B.weight: 86.83,Group: A,Snatch: 128,CI&Jerk: 161,Total: 289,,94kgMen,Total,V. MEDITERRANEAN CUP
Rank: 3,ELWADDANI Abdulmoneim,LBA,"Born: Sep 06, 1991",B.weight: 89.05,Group: A,Snatch: 130,CI&Jerk: 150,Total: 280,,94kgMen,Total,V. MEDITERRANEAN CUP
Rank: 4,GASPAROTTO Mauro,ITA,"Born: Jul 27, 1993",B.weight: 93.40,Group: A,Snatch: 120,CI&Jerk: 160,Total: 280,,94kgMen,Total,V. MEDITERRANEAN CUP
Rank: 5,COLEIRO Noel,MLT,"Born: Jan 02, 1974",B.weight: 86.00,Group: A,Snatch: 105,CI&Jerk: 130,Total: 235,,94kgMen,Total,V. MEDITERRANEAN CUP
Rank: 6,DOMINKO Stefan,SLO,"Born: Mar 24, 1976",B.weight: 85.90,Group: B,Snatch: 100,CI&Jerk: 117,Total: 217,,94kgMen,Total,V. MEDITERRANEAN CUP
Rank: 7,SALIBA Christian,MLT,"Born: Sep 16, 1992",B.weight: 85.59,Group: B,Snatch: 91,CI&Jerk: 121,Total: 212,,94kgMen,Total,V. MEDITERRANEAN CUP
Rank: 8,BORG Stephen,MLT,"Born: Jul 02, 1976",B.weight: 89.59,Group: B,Snatch: 95,CI&Jerk: 115,Total: 210,,94kgMen,Total,V. MEDITERRANEAN CUP
Rank: ---,LITVINOV David,ISR,"Born: Sep 23, 1993",B.weight: 98.68,Group: B,1: 115,2: -120,3: -120,Total: 115,105kgMen,Snatch,V. MEDITERRANEAN CUP
Rank: ---,LUMBRERAS FERNANDEZ David,ESP,"Born: Mar 03, 1994",B.weight: 102.31,Group: A,1: 115,2: 120,3: -126,Total: 120,105kgMen,Snatch,V. MEDITERRANEAN CUP
Rank: ---,LITVINOV David,ISR,"Born: Sep 23, 1993",B.weight: 98.68,Group: B,1: -125,2: 125,3: -130,Total: 125,105kgMen,CleanJerk,V. MEDITERRANEAN CUP
Rank: ---,LUMBRERAS FERNANDEZ David,ESP,"Born: Mar 03, 1994",B.weight: 102.31,Group: A,1: 140,2: -145,3: 145,Total: 145,105kgMen,CleanJerk,V. MEDITERRANEAN CUP
Rank: 1,LUMBRERAS FERNANDEZ David,ESP,"Born: Mar 03, 1994",B.weight: 102.31,Group: A,Snatch: 120,CI&Jerk: 145,Total: 265,,105kgMen,Total,V. MEDITERRANEAN CUP
Rank: 2,LITVINOV David,ISR,"Born: Sep 23, 1993",B.weight: 98.68,Group: B,Snatch: 115,CI&Jerk: 125,Total: 240,,105kgMen,Total,V. MEDITERRANEAN CUP
Rank: ---,NAD Caba,SRB,"Born: Nov 30, 1980",B.weight: 131.25,Group: A,1: 150,2: -155,3: 158,Total: 158,+105kgMen,Snatch,V. MEDITERRANEAN CUP
Rank: ---,NAD Caba,SRB,"Born: Nov 30, 1980",B.weight: 131.25,Group: A,1: 190,2: -200,3: ---,Total: 190,+105kgMen,CleanJerk,V. MEDITERRANEAN CUP
Rank: 1,NAD Caba,SRB,"Born: Nov 30, 1980",B.weight: 131.25,Group: A,Snatch: 158,CI&Jerk: 190,Total: 348,,+105kgMen,Total,V. MEDITERRANEAN CUP
Rank: ---,GATT Nicole,MLT,"Born: Jan 11, 1997",B.weight: 43.88,Group: A,1: -35,2: -35,3: -35,Total: ---,48kgWomen,Snatch,V. MEDITERRANEAN CUP
