rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id
Rank: 15,SHERGILL Jaswant Singh,GBR,"Born: Jan 14, 1993",B.weight: 61.40,Group: B,1: -125,2: 125,3: -127,Total: 125,62kgMen,CleanJerk,239
Rank: DSQ,HRISTOV Valentin,AZE,"Born: Mar 30, 1994",B.weight: 61.96,Group: A,1: 166,2: -178,3: 178,Total: ---,62kgMen,CleanJerk,239
Rank: 1,CHEN Meilong,CHN,"Born: Apr 29, 1993",B.weight: 61.67,Group: A,Snatch: 135,CI&Jerk: 160,Total: 295,,62kgMen,Total,239
Rank: 2,MOSQUERA LOZANO Luis Javier,COL,"Born: Mar 27, 1995",B.weight: 61.31,Group: A,Snatch: 130,CI&Jerk: 150,Total: 280,,62kgMen,Total,239
Rank: 3,PALOMEQUE VALOYES Lebinson,COL,"Born: Aug 24, 1993",B.weight: 61.66,Group: A,Snatch: 122,CI&Jerk: 150,Total: 272,,62kgMen,Total,239
Rank: 4,ABDULGASHUMOV Asali,RUS,"Born: May 05, 1994",B.weight: 61.90,Group: A,Snatch: 120,CI&Jerk: 145,Total: 265,,62kgMen,Total,239
Rank: 5,BARNES Darrel Lamont,USA,"Born: Jan 20, 1994",B.weight: 61.33,Group: A,Snatch: 115,CI&Jerk: 146,Total: 261,,62kgMen,Total,239
Rank: 6,BARDALEZ TUISIMA Luis David,PER,"Born: Oct 03, 1995",B.weight: 61.14,Group: A,Snatch: 112,CI&Jerk: 145,Total: 257,,62kgMen,Total,239
Rank: 7,VAZQUEZ MENDEZ Antonio,MEX,"Born: Aug 12, 1993",B.weight: 61.88,Group: A,Snatch: 110,CI&Jerk: 146,Total: 256,,62kgMen,Total,239
Rank: 8,KAO Chan-Hung,TPE,"Born: Oct 03, 1993",B.weight: 61.31,Group: B,Snatch: 112,CI&Jerk: 142,Total: 254,,62kgMen,Total,239
Rank: 9,PRECIADO REYES Miguel Angel,PER,"Born: Nov 03, 1994",B.weight: 61.49,Group: B,Snatch: 110,CI&Jerk: 138,Total: 248,,62kgMen,Total,239
Rank: 10,CONSTANTINE Clement,MAS,"Born: Oct 06, 1994",B.weight: 61.67,Group: B,Snatch: 115,CI&Jerk: 131,Total: 246,,62kgMen,Total,239
Rank: 11,KWAPISZ Dominik Maciej,POL,"Born: Feb 24, 1993",B.weight: 61.93,Group: A,Snatch: 106,CI&Jerk: 137,Total: 243,,62kgMen,Total,239
Rank: 12,KIM Daeho,KOR,"Born: Sep 17, 1994",B.weight: 61.90,Group: B,Snatch: 107,CI&Jerk: 135,Total: 242,,62kgMen,Total,239
Rank: 13,CHIANG Tsung-Han,TPE,"Born: Jul 27, 1996",B.weight: 61.61,Group: B,Snatch: 105,CI&Jerk: 132,Total: 237,,62kgMen,Total,239
Rank: 14,SHERGILL Jaswant Singh,GBR,"Born: Jan 14, 1993",B.weight: 61.40,Group: B,Snatch: 105,CI&Jerk: 125,Total: 230,,62kgMen,Total,239
Rank: 15,MALAKCI Emre,TUR,"Born: Oct 19, 1993",B.weight: 61.25,Group: B,Snatch: 100,CI&Jerk: 125,Total: 225,,62kgMen,Total,239
Rank: DSQ,HRISTOV Valentin,AZE,"Born: Mar 30, 1994",B.weight: 61.96,Group: A,Snatch: ---,CI&Jerk: ---,Total: ---,,62kgMen,Total,239
Rank: 1,MOHAMMED KADHUM Karrar M. J. M. K.,IRQ,"Born: Jul 25, 1995",B.weight: 68.75,Group: A,1: 139,2: 142,3: 145,Total: 145,69kgMen,Snatch,239
