rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id
Rank: ---,CIANCIO Andrew,NZL,"Born: Jan 01, 1978",B.weight: 98.45,Group: A,1: 143,2: 147,3: -150,Total: 147,105kgMen,Snatch,246
Rank: ---,DAL SANTO Maxwell James,AUS,"Born: Feb 16, 1985",B.weight: 99.40,Group: A,1: 140,2: 145,3: -150,Total: 145,105kgMen,Snatch,246
Rank: ---,OPELOGE Petunu,SAM,"Born: Jun 27, 1994",B.weight: 96.20,Group: A,1: 127,2: 131,3: 135,Total: 135,105kgMen,Snatch,246
Rank: ---,LAURIE Gordon Geoffrey,AUS,"Born: Jan 04, 1986",B.weight: 104.50,Group: A,1: -145,2: 145,3: -150,Total: 145,105kgMen,Snatch,246
Rank: ---,LAGIKULA Petelo Sanele Ireneo,NCL,"Born: Jun 07, 1995",B.weight: 101.80,Group: A,1: 117,2: 122,3: 126,Total: 126,105kgMen,Snatch,246
Rank: ---,MALEKITAMA Rico,NIU,"Born: Jan 01, 1997",B.weight: 104.60,Group: A,1: 70,2: 75,3: 80,Total: 80,105kgMen,Snatch,246
Rank: ---,KATOATAU David,KIR,"Born: Jul 17, 1984",B.weight: 102.00,Group: A,1: 195,2: -203,3: 203,Total: 203,105kgMen,CleanJerk,246
Rank: ---,CIANCIO Andrew,NZL,"Born: Jan 01, 1978",B.weight: 98.45,Group: A,1: 172,2: 176,3: 179,Total: 179,105kgMen,CleanJerk,246
Rank: ---,DAL SANTO Maxwell James,AUS,"Born: Feb 16, 1985",B.weight: 99.40,Group: A,1: 170,2: 175,3: 179,Total: 179,105kgMen,CleanJerk,246
Rank: ---,OPELOGE Petunu,SAM,"Born: Jun 27, 1994",B.weight: 96.20,Group: A,1: 162,2: 171,3: 175,Total: 175,105kgMen,CleanJerk,246
Rank: ---,LAURIE Gordon Geoffrey,AUS,"Born: Jan 04, 1986",B.weight: 104.50,Group: A,1: 165,2: -171,3: -171,Total: 165,105kgMen,CleanJerk,246
Rank: ---,LAGIKULA Petelo Sanele Ireneo,NCL,"Born: Jun 07, 1995",B.weight: 101.80,Group: A,1: 144,2: 150,3: -155,Total: 150,105kgMen,CleanJerk,246
Rank: ---,MALEKITAMA Rico,NIU,"Born: Jan 01, 1997",B.weight: 104.60,Group: A,1: -95,2: 95,3: -102,Total: 95,105kgMen,CleanJerk,246
Rank: 1,KATOATAU David,KIR,"Born: Jul 17, 1984",B.weight: 102.00,Group: A,Snatch: 146,CI&Jerk: 203,Total: 349,,105kgMen,Total,246
Rank: 2,CIANCIO Andrew,NZL,"Born: Jan 01, 1978",B.weight: 98.45,Group: A,Snatch: 147,CI&Jerk: 179,Total: 326,,105kgMen,Total,246
Rank: 3,DAL SANTO Maxwell James,AUS,"Born: Feb 16, 1985",B.weight: 99.40,Group: A,Snatch: 145,CI&Jerk: 179,Total: 324,,105kgMen,Total,246
Rank: 4,OPELOGE Petunu,SAM,"Born: Jun 27, 1994",B.weight: 96.20,Group: A,Snatch: 135,CI&Jerk: 175,Total: 310,,105kgMen,Total,246
Rank: 5,LAURIE Gordon Geoffrey,AUS,"Born: Jan 04, 1986",B.weight: 104.50,Group: A,Snatch: 145,CI&Jerk: 165,Total: 310,,105kgMen,Total,246
Rank: 6,LAGIKULA Petelo Sanele Ireneo,NCL,"Born: Jun 07, 1995",B.weight: 101.80,Group: A,Snatch: 126,CI&Jerk: 150,Total: 276,,105kgMen,Total,246
Rank: 7,MALEKITAMA Rico,NIU,"Born: Jan 01, 1997",B.weight: 104.60,Group: A,Snatch: 80,CI&Jerk: 95,Total: 175,,105kgMen,Total,246
Rank: ---,KELLY Damon Joseph,AUS,"Born: Dec 01, 1983",B.weight: 144.85,Group: A,1: 160,2: 165,3: -170,Total: 165,+105kgMen,Snatch,246
Rank: ---,NEMANI Daniel,NIU,"Born: Apr 10, 1981",B.weight: 147.00,Group: A,1: 145,2: 150,3: -153,Total: 150,+105kgMen,Snatch,246
Rank: ---,TASI TAALA Koale Junior,SAM,"Born: Mar 23, 1995",B.weight: 108.70,Group: A,1: -120,2: -120,3: 120,Total: 120,+105kgMen,Snatch,246
Rank: ---,LANGI Sateki,TGA,"Born: Apr 06, 1989",B.weight: 105.80,Group: A,1: 115,2: 123,3: -128,Total: 123,+105kgMen,Snatch,246
Rank: ---,VAOGA Apineru,ASA,"Born: Mar 11, 1991",B.weight: 117.45,Group: A,1: 120,2: -125,3: -125,Total: 120,+105kgMen,Snatch,246
Rank: ---,KELLY Damon Joseph,AUS,"Born: Dec 01, 1983",B.weight: 144.85,Group: A,1: 200,2: 210,3: -216,Total: 210,+105kgMen,CleanJerk,246
Rank: ---,NEMANI Daniel,NIU,"Born: Apr 10, 1981",B.weight: 147.00,Group: A,1: 170,2: 180,3: -187,Total: 180,+105kgMen,CleanJerk,246
Rank: ---,TASI TAALA Koale Junior,SAM,"Born: Mar 23, 1995",B.weight: 108.70,Group: A,1: 156,2: 161,3: -170,Total: 161,+105kgMen,CleanJerk,246
Rank: ---,LANGI Sateki,TGA,"Born: Apr 06, 1989",B.weight: 105.80,Group: A,1: 140,2: 145,3: -152,Total: 145,+105kgMen,CleanJerk,246
Rank: ---,VAOGA Apineru,ASA,"Born: Mar 11, 1991",B.weight: 117.45,Group: A,1: -145,2: 145,3: -150,Total: 145,+105kgMen,CleanJerk,246
Rank: 1,KELLY Damon Joseph,AUS,"Born: Dec 01, 1983",B.weight: 144.85,Group: A,Snatch: 165,CI&Jerk: 210,Total: 375,,+105kgMen,Total,246
Rank: 2,NEMANI Daniel,NIU,"Born: Apr 10, 1981",B.weight: 147.00,Group: A,Snatch: 150,CI&Jerk: 180,Total: 330,,+105kgMen,Total,246
Rank: 3,TASI TAALA Koale Junior,SAM,"Born: Mar 23, 1995",B.weight: 108.70,Group: A,Snatch: 120,CI&Jerk: 161,Total: 281,,+105kgMen,Total,246
